weekdayMin,weekdayRate,ppCode,parkingSystem,ppName,vehCat,satdayMin,satdayRate,sunPHMin,sunPHRate,geometries/0/coordinates,geometries/1/coordinates,startTime,parkCapacity,endTime,remarks,geometries/2/coordinates,geometries/3/coordinates,geometries/4/coordinates,geometries/5/coordinates
510 mins,$5.00,S0160,C,SIN MING WALK ,Car,510 mins,$5.00,510 mins,$5.00,"27759.8629,38589.9033",,10.30 PM,17,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,S0161,C,SEMBAWANG ROAD OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"26904.7042,47141.6754",,08.30 AM,75,10.00 PM,,,,,
870 mins,$0.65,S0161,C,SEMBAWANG ROAD OFF STREET,Motorcycle,870 mins,$0.65,870 mins,$0.65,"26904.7042,47141.6754",,08.30 AM,12,10.00 PM,,,,,
30 mins,$0.60,S0162,C,SERVICE ROAD OFF TEBING LANE,Car,30 mins,$0.60,30 mins,$0.60,"37272.9004,41681.2517",,08.30 AM,22,10.00 PM,,,,,
30 mins,$0.60,S0164,C,SELETAR AEROSPACE VIEW ,Car,30 mins,$0.60,30 mins,$0.60,"32055.3389,43695.2615",,07.00 AM,31,10.00 PM,,,,,
900 mins,$0.65,S0164,C,SELETAR AEROSPACE VIEW ,Motorcycle,900 mins,$0.65,900 mins,$0.65,"32055.3389,43695.2615",,07.00 AM,20,10.00 PM,,,,,
30 mins,$0.60,S0166,B,SEMBAWANG RD/ADMIRALTY  RD EAST OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"27980.508,48368.2132",,07.00 AM,63,10.30 PM,,,,,
30 mins,$0.60,S0166,B,SEMBAWANG RD/ADMIRALTY  RD EAST OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"27980.508,48368.2132",,10.30 PM,63,07.00 AM,,,,,
510 mins,$5.00,S0166,B,SEMBAWANG RD/ADMIRALTY  RD EAST OFF STREET,Car,510 mins,$5.00,510 mins,$5.00,"27980.508,48368.2132",,10.30 PM,63,07.00 AM,,,,,
930 mins,$0.65,S0166,B,SEMBAWANG RD/ADMIRALTY  RD EAST OFF STREET,Motorcycle,930 mins,$0.65,930 mins,$0.65,"27980.508,48368.2132",,07.00 AM,14,10.30 PM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
510 mins,$0.65,S0166,B,SEMBAWANG RD/ADMIRALTY  RD EAST OFF STREET,Motorcycle,510 mins,$0.65,510 mins,$0.65,"27980.508,48368.2132",,10.30 PM,14,07.00 AM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
30 mins,$0.60,S0167,C,SERVICE ROAD OFF JALAN SELASEH,Car,30 mins,$0.60,30 mins,$0.60,"32422.1065,40843.772",,08.30 AM,29,10.00 PM,,,,,
870 mins,$0.65,S0167,C,SERVICE ROAD OFF JALAN SELASEH,Motorcycle,870 mins,$0.65,870 mins,$0.65,"32422.1065,40843.772",,08.30 AM,4,10.00 PM,,,,,
30 mins,$0.60,S0168,C,SERVICE ROAD OFF JALAN KELULUT,Car,30 mins,$0.60,30 mins,$0.60,"32732.4236,40575.9079",,08.30 AM,27,10.00 PM,,,,,
870 mins,$0.65,S0168,C,SERVICE ROAD OFF JALAN KELULUT,Motorcycle,870 mins,$0.65,870 mins,$0.65,"32732.4236,40575.9079",,08.30 AM,5,10.00 PM,,,,,
30 mins,$0.60,S0170,C,SERVICE ROAD OFF SEMBAWANG ROAD,Car,30 mins,$0.60,30 mins,$0.60,"27908.6331,48349.2472",,08.30 AM,5,10.00 PM,,,,,
870 mins,$0.65,S0170,C,SERVICE ROAD OFF SEMBAWANG ROAD,Motorcycle,870 mins,$0.65,870 mins,$0.65,"27908.6331,48349.2472",,08.30 AM,13,10.00 PM,,,,,
30 mins,$0.60,S0171,B,SPOONER ROAD OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"28193.7117,28684.7201",,07.00 AM,102,10.30 PM,,,,,
30 mins,$0.60,S0171,B,SPOONER ROAD OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"28193.7117,28684.7201",,10.30 PM,102,07.00 AM,,,,,
510 mins,$5.00,S0171,B,SPOONER ROAD OFF STREET,Car,510 mins,$5.00,510 mins,$5.00,"28193.7117,28684.7201",,10.30 PM,102,07.00 AM,,,,,
930 mins,$0.65,S0171,B,SPOONER ROAD OFF STREET,Motorcycle,930 mins,$0.65,930 mins,$0.65,"28193.7117,28684.7201",,07.00 AM,19,10.30 PM,,,,,
510 mins,$0.65,S0171,B,SPOONER ROAD OFF STREET,Motorcycle,510 mins,$0.65,510 mins,$0.65,"28193.7117,28684.7201",,10.30 PM,19,07.00 AM,,,,,
30 mins,$0.60,S0172,C,SPRINGLEAF ROAD  ,Car,30 mins,$0.60,30 mins,$0.60,"26491.4888,42095.9789",,08.30 AM,6,10.00 PM,,,,,
30 mins,$1.20,T0002,C,TANJONG PAGAR ROAD ,Car,30 mins,$1.20,30 mins,$0.60,"29168.2595,28982.0371",,08.30 AM,26,05.00 PM,,,,,
30 mins,$0.60,T0002,C,TANJONG PAGAR ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"29168.2595,28982.0371",,05.00 PM,26,10.00 PM,,,,,
30 mins,$0.60,T0003,C,TANK ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"29140.6554,30785.0402",,08.30 AM,18,10.00 PM,,,,,
870 mins,$0.65,T0003,C,TANK ROAD ,Motorcycle,870 mins,$0.65,870 mins,$0.65,"29140.6554,30785.0402",,08.30 AM,12,10.00 PM,,,,,
30 mins,$2.40,T0004,C,TAN TYE PLACE ,Heavy Vehicle,30 mins,$2.40,30 mins,$1.20,"29322.9895,30398.0268",,08.30 AM,2,05.00 PM,,,,,
30 mins,$1.20,T0004,C,TAN TYE PLACE ,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"29322.9895,30398.0268",,05.00 PM,2,10.00 PM,,,,,
30 mins,$1.20,T0005,C,TAN QUEE LAN STREET ,Car,30 mins,$1.20,30 mins,$0.60,"30602.2448,31210.1103",,08.30 AM,49,05.00 PM,,,,,
30 mins,$0.60,T0005,C,TAN QUEE LAN STREET ,Car,30 mins,$0.60,30 mins,$0.60,"30602.2448,31210.1103",,05.00 PM,49,10.00 PM,,,,,
870 mins,$0.65,T0005,C,TAN QUEE LAN STREET ,Motorcycle,870 mins,$0.65,870 mins,$0.65,"30602.2448,31210.1103",,08.30 AM,7,10.00 PM,,,,,
30 mins,$1.20,T0006,C,TECK LIM ROAD ,Car,30 mins,$1.20,30 mins,$0.60,"28951.6367,29196.3045",,08.30 AM,14,05.00 PM,,,,,
30 mins,$0.60,T0006,C,TECK LIM ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"28951.6367,29196.3045",,05.00 PM,14,10.00 PM,,,,,
870 mins,$0.65,T0006,C,TECK LIM ROAD ,Motorcycle,870 mins,$0.65,870 mins,$0.65,"28951.6367,29196.3045",,08.30 AM,2,10.00 PM,,,,,
30 mins,$1.20,T0008,C,TELOK AYER STREET ,Car,30 mins,$1.20,30 mins,$0.60,"29526.5118,29101.4946","29626.4355,29307.0558",08.30 AM,51,05.00 PM,,,,,
30 mins,$0.60,T0008,C,TELOK AYER STREET ,Car,30 mins,$0.60,30 mins,$0.60,"29526.5118,29101.4946","29626.4355,29307.0558",05.00 PM,51,10.00 PM,,,,,
30 mins,$2.40,T0008,C,TELOK AYER STREET ,Heavy Vehicle,30 mins,$2.40,30 mins,$1.20,"29526.5118,29101.4946","29626.4355,29307.0558",08.30 AM,4,05.00 PM,,,,,
30 mins,$1.20,T0008,C,TELOK AYER STREET ,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"29526.5118,29101.4946","29626.4355,29307.0558",05.00 PM,4,10.00 PM,,,,,
870 mins,$0.65,T0008,C,TELOK AYER STREET ,Motorcycle,870 mins,$0.65,870 mins,$0.65,"29526.5118,29101.4946","29626.4355,29307.0558",08.30 AM,58,10.00 PM,,,,,
30 mins,$1.20,T0009,C,TEMPLE STREET ,Car,30 mins,$1.20,30 mins,$0.60,"29206.4731,29478.8665",,08.30 AM,61,05.00 PM,,,,,
30 mins,$0.60,T0009,C,TEMPLE STREET ,Car,30 mins,$0.60,30 mins,$0.60,"29206.4731,29478.8665",,05.00 PM,61,10.00 PM,,,,,
30 mins,$1.20,T0010,C,TEO HONG ROAD ,Car,30 mins,$1.20,30 mins,$0.60,"28818.8098,29160.0396",,08.30 AM,17,05.00 PM,,,,,
30 mins,$0.60,T0010,C,TEO HONG ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"28818.8098,29160.0396",,05.00 PM,17,10.00 PM,,,,,
30 mins,$1.20,T0014,C,TRAS STREET ,Car,30 mins,$1.20,30 mins,$0.60,"29173.338,28617.8482","29218.4704,28889.4961",08.30 AM,75,05.00 PM,,,,,
30 mins,$0.60,T0014,C,TRAS STREET ,Car,30 mins,$0.60,30 mins,$0.60,"29173.338,28617.8482","29218.4704,28889.4961",05.00 PM,75,10.00 PM,,,,,
870 mins,$0.65,T0014,C,TRAS STREET ,Motorcycle,870 mins,$0.65,870 mins,$0.65,"29173.338,28617.8482","29218.4704,28889.4961",08.30 AM,11,10.00 PM,,,,,
30 mins,$0.60,T0017,B,TIONG BAHRU PARK OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"27034.247,29927.8861",,07.00 AM,20,10.30 PM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
30 mins,$0.60,T0017,B,TIONG BAHRU PARK OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"27034.247,29927.8861",,10.30 PM,20,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
510 mins,$5.00,T0017,B,TIONG BAHRU PARK OFF STREET,Car,510 mins,$5.00,510 mins,$5.00,"27034.247,29927.8861",,10.30 PM,20,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
930 mins,$0.65,T0017,B,TIONG BAHRU PARK OFF STREET,Motorcycle,930 mins,$0.65,930 mins,$0.65,"27034.247,29927.8861",,07.00 AM,5,10.30 PM,,,,,
510 mins,$0.65,T0017,B,TIONG BAHRU PARK OFF STREET,Motorcycle,510 mins,$0.65,510 mins,$0.65,"27034.247,29927.8861",,10.30 PM,5,07.00 AM,,,,,
30 mins,$0.60,T0019,C,TANJONG PENJURU CRESCENT,Car,30 mins,$0.60,0 mins,$0.00,"17698.9722,31566.555",,08.30 AM,11,05.00 PM,,,,,
30 mins,$0.60,T0021,C,TYRWHITT ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"30944.5738,32594.3047","31041.5762,32704.513",08.30 AM,35,10.00 PM,,,,,
870 mins,$0.65,T0021,C,TYRWHITT ROAD ,Motorcycle,870 mins,$0.65,870 mins,$0.65,"30944.5738,32594.3047","31041.5762,32704.513",08.30 AM,7,10.00 PM,,,,,
30 mins,$0.60,T0022,C,TOWNSHEND ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"30785.2467,32222.8255",,08.30 AM,18,10.00 PM,,,,,
30 mins,$0.60,T0025,C,TAI THONG CRESCENT ,Car,30 mins,$0.60,0 mins,$0.00,"32056.9669,34549.663",,08.30 AM,8,05.00 PM,,,,,
570 mins,$0.65,T0025,C,TAI THONG CRESCENT ,Motorcycle,570 mins,$0.65,0 mins,$0.00,"32056.9669,34549.663",,08.30 AM,10,05.00 PM,,,,,
30 mins,$0.60,T0031,C,TALMA ROAD ,Car,30 mins,$0.60,0 mins,$0.00,"32987.8135,32597.1953",,08.30 AM,15,05.00 PM,,,,,
30 mins,$0.60,T0033,C,TECK CHYE TERRACE ,Car,30 mins,$0.60,30 mins,$0.60,"32846.5834,37264.2528",,08.30 AM,24,10.00 PM,,,,,
30 mins,$0.60,T0036,C,TAMPINES PLACE  ,Car,30 mins,$0.60,30 mins,$0.60,"38690.7802,38832.3163",,08.30 AM,17,10.00 PM,,,,,
30 mins,$0.60,T0039,C,TANNERY LANE ,Car,30 mins,$0.60,0 mins,$0.00,"32862.2808,34466.1603",,08.30 AM,36,05.00 PM,,,,,
30 mins,$0.60,T0040,C,THIRD CHIN BEE ROAD ,Car,30 mins,$0.60,0 mins,$0.00,"14909.2513,35114.1687",,08.30 AM,41,05.00 PM,Reserved for Season Ticket Holders from 10.00 pm to 8.30 am daily.,,,,
30 mins,$0.60,T0043,C,TAMAN MAS MERAH ,Car,30 mins,$0.60,30 mins,$0.60,"20267.6062,32333.1773",,07.00 AM,13,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,T0043,C,TAMAN MAS MERAH ,Car,30 mins,$0.60,30 mins,$0.60,"20267.6062,32333.1773",,10.30 PM,13,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,T0043,C,TAMAN MAS MERAH ,Car,510 mins,$5.00,510 mins,$5.00,"20267.6062,32333.1773",,10.30 PM,13,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,T0057,C,TESSENSOHN ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"30509.3974,33032.2415",,08.30 AM,49,10.00 PM,,,,,
870 mins,$0.65,T0057,C,TESSENSOHN ROAD ,Motorcycle,870 mins,$0.65,870 mins,$0.65,"30509.3974,33032.2415",,08.30 AM,10,10.00 PM,,,,,
30 mins,$0.60,T0060,C,TOH GUAN ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"18597.8028,35108.1563",,07.00 AM,5,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,T0060,C,TOH GUAN ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"18597.8028,35108.1563",,10.30 PM,5,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,T0060,C,TOH GUAN ROAD ,Car,510 mins,$5.00,510 mins,$5.00,"18597.8028,35108.1563",,10.30 PM,5,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,T0061,C,THIRD LOK YANG ROAD ,Car,30 mins,$0.60,0 mins,$0.00,"12028.0579,34276.9168",,08.30 AM,30,05.00 PM,Reserved for Season Ticket Holders from 10.00 pm to 8.30 am daily.,,,,
30 mins,$0.60,T0062,C,TAI SENG DRIVE ,Car,30 mins,$0.60,30 mins,$0.60,"34668.2972,35554.6774",,07.00 AM,8,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,T0062,C,TAI SENG DRIVE ,Car,510 mins,$5.00,510 mins,$5.00,"34668.2972,35554.6774",,10.30 PM,8,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,T0062,C,TAI SENG DRIVE ,Car,30 mins,$0.60,30 mins,$0.60,"34668.2972,35554.6774",,10.30 PM,8,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
930 mins,$0.65,T0062,C,TAI SENG DRIVE ,Motorcycle,930 mins,$0.65,930 mins,$0.65,"34668.2972,35554.6774",,07.00 AM,3,10.30 PM,,,,,
510 mins,$0.65,T0062,C,TAI SENG DRIVE ,Motorcycle,510 mins,$0.65,510 mins,$0.65,"34668.2972,35554.6774",,10.30 PM,3,07.00 AM,,,,,
30 mins,$0.60,T0065,C,TAGORE ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"27555.4011,40668.4268",,07.00 AM,45,10.00 PM,Reserved for Season Ticket Holders from 10.00 pm to 7.00 am daily.,,,,
30 mins,$1.20,T0065,C,TAGORE ROAD ,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"27555.4011,40668.4268",,07.00 AM,16,10.00 PM,,,,,
30 mins,$0.60,T0066,C,TAGORE INDUSTRIAL AVENUE,Car,30 mins,$0.60,30 mins,$0.60,"27332.3618,40771.9491",,07.00 AM,81,10.00 PM,Reserved for Season Ticket Holders from 10.00 pm to 7.00 am daily.,,,,
30 mins,$0.60,T0067,C,TAGORE LANE ,Car,30 mins,$0.60,30 mins,$0.60,"27515.9466,40988.3997","27309.2438,40566.9959",07.00 AM,133,10.00 PM,Reserved for Season Ticket Holders from 10.00 pm to 7.00 am daily.,"27502.8562,40828.9936",,,
30 mins,$0.60,T0068,C,TAGORE DRIVE  ,Car,30 mins,$0.60,30 mins,$0.60,"27258.6036,41035.2032",,07.00 AM,32,10.00 PM,Reserved for Season Ticket Holders from 10.00 pm to 7.00 am daily.,,,,
30 mins,$1.20,T0068,C,TAGORE DRIVE  ,Heavy Vehicle,30 mins,$1.20,0 mins,$0.00,"27258.6036,41035.2032",,07.00 AM,8,07.00 PM,,,,,
30 mins,$0.60,T0070,C,TANGLIN HALT CLOSE ,Car,30 mins,$0.60,30 mins,$0.60,"23697.4551,31894.817",,07.00 AM,36,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,T0070,C,TANGLIN HALT CLOSE ,Car,30 mins,$0.60,30 mins,$0.60,"23697.4551,31894.817",,10.30 PM,36,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,T0070,C,TANGLIN HALT CLOSE ,Car,510 mins,$5.00,510 mins,$5.00,"23697.4551,31894.817",,10.30 PM,36,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,T0074,C,TAMPINES INDUSTRIAL AVENUE 3,Car,30 mins,$0.60,30 mins,$0.60,"38593.5923,37881.6969",,07.00 AM,18,10.30 PM,,,,,
30 mins,$0.60,T0074,C,TAMPINES INDUSTRIAL AVENUE 3,Car,30 mins,$0.60,30 mins,$0.60,"38593.5923,37881.6969",,10.30 PM,18,07.00 AM,,,,,
510 mins,$5.00,T0074,C,TAMPINES INDUSTRIAL AVENUE 3,Car,510 mins,$5.00,510 mins,$5.00,"38593.5923,37881.6969",,10.30 PM,18,07.00 AM,,,,,
30 mins,$1.20,T0074,C,TAMPINES INDUSTRIAL AVENUE 3,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"38593.5923,37881.6969",,07.00 AM,0,10.30 PM,,,,,
30 mins,$1.20,T0074,C,TAMPINES INDUSTRIAL AVENUE 3,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"38593.5923,37881.6969",,10.30 PM,0,07.00 AM,,,,,
510 mins,$10.00,T0074,C,TAMPINES INDUSTRIAL AVENUE 3,Heavy Vehicle,510 mins,$10.00,510 mins,$10.00,"38593.5923,37881.6969",,10.30 PM,0,07.00 AM,,,,,
930 mins,$0.65,T0074,C,TAMPINES INDUSTRIAL AVENUE 3,Motorcycle,930 mins,$0.65,930 mins,$0.65,"38593.5923,37881.6969",,07.00 AM,10,10.30 PM,,,,,
510 mins,$0.65,T0074,C,TAMPINES INDUSTRIAL AVENUE 3,Motorcycle,510 mins,$0.65,510 mins,$0.65,"38593.5923,37881.6969",,10.30 PM,10,07.00 AM,,,,,
30 mins,$0.60,T0076,C,TUAS AVENUE 1 ,Car,30 mins,$0.60,0 mins,$0.00,"8611.1481,33671.8578",,08.30 AM,10,05.00 PM,,,,,
30 mins,$0.60,T0077,C,TUAS AVENUE 3 ,Car,30 mins,$0.60,0 mins,$0.00,"8136.1646,33919.6834",,08.30 AM,38,05.00 PM,,,,,
30 mins,$0.60,T0079,C,TUAS AVENUE 5 ,Car,30 mins,$0.60,0 mins,$0.00,"8007.1383,33626.6025",,08.30 AM,10,05.00 PM,,,,,
30 mins,$0.60,T0080,C,TUAS AVENUE 7 ,Car,30 mins,$0.60,0 mins,$0.00,"6968.8329,35023.6729",,08.30 AM,39,05.00 PM,,,,,
30 mins,$0.60,T0081,C,TUAS AVENUE 9 ,Car,30 mins,$0.60,0 mins,$0.00,"6763.0089,34724.8127",,08.30 AM,19,05.00 PM,,,,,
30 mins,$0.60,T0082,C,TUAS AVENUE 11 ,Car,30 mins,$0.60,0 mins,$0.00,"7161.9186,33705.5344",,08.30 AM,10,05.00 PM,,,,,
30 mins,$0.60,T0083,C,TUAS AVENUE 12 ,Car,30 mins,$0.60,0 mins,$0.00,"6917.1907,35017.4724",,08.30 AM,13,05.00 PM,,,,,
30 mins,$0.60,T0084,C,TUAS AVENUE 13 ,Car,30 mins,$0.60,0 mins,$0.00,"6553.8053,33834.5833",,08.30 AM,16,05.00 PM,,,,,
30 mins,$0.60,T0088,C,TUAS AVENUE 18A ,Car,30 mins,$0.60,0 mins,$0.00,"6172.8686,33880.2832",,08.30 AM,32,05.00 PM,,,,,
30 mins,$0.60,T0090,C,TUAS DRIVE 1 ,Car,30 mins,$0.60,0 mins,$0.00,"8448.6399,33814.8566",,08.30 AM,11,05.00 PM,,,,,
30 mins,$0.60,T0091,C,TUAS DRIVE 2 ,Car,30 mins,$0.60,0 mins,$0.00,"8283.6248,33999.495",,08.30 AM,10,05.00 PM,,,,,
30 mins,$0.60,T0094,C,TUAS LANE ,Car,30 mins,$0.60,0 mins,$0.00,"6741.5332,34592.3982",,08.30 AM,15,05.00 PM,,,,,
30 mins,$0.60,T0096,C,TUAS WEST AVENUE ,Car,30 mins,$0.60,0 mins,$0.00,"6457.8824,35141.935",,08.30 AM,39,05.00 PM,,,,,
30 mins,$1.20,T0100,C,TELOK BLANGAH STREET 31,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"24932.6633,28366.0084",,07.00 AM,8,05.00 PM,Reserved for Season Ticket Holders from 5.00 pm to 7.00 am daily.,,,,
30 mins,$0.60,T0102,C,TUAS ROAD ,Car,30 mins,$0.60,0 mins,$0.00,"7685.6108,32380.8515",,08.30 AM,29,05.00 PM,,,,,
30 mins,$0.60,T0103,B,TEMBELING ROAD OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"35511.469,32795.0198",,07.00 AM,200,10.30 PM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
30 mins,$0.60,T0103,B,TEMBELING ROAD OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"35511.469,32795.0198",,10.30 PM,200,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
510 mins,$5.00,T0103,B,TEMBELING ROAD OFF STREET,Car,510 mins,$5.00,510 mins,$5.00,"35511.469,32795.0198",,10.30 PM,200,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
930 mins,$0.65,T0103,B,TEMBELING ROAD OFF STREET,Motorcycle,930 mins,$0.65,930 mins,$0.65,"35511.469,32795.0198",,07.00 AM,23,10.30 PM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
510 mins,$0.65,T0103,B,TEMBELING ROAD OFF STREET,Motorcycle,510 mins,$0.65,510 mins,$0.65,"35511.469,32795.0198",,10.30 PM,23,07.00 AM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
30 mins,$0.60,T0104,C,TAI SENG AVENUE ,Car,30 mins,$0.60,30 mins,$0.60,"34322.1601,35570.7343",,07.00 AM,60,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,T0104,C,TAI SENG AVENUE ,Car,30 mins,$0.60,30 mins,$0.60,"34322.1601,35570.7343",,10.30 PM,60,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,T0104,C,TAI SENG AVENUE ,Car,510 mins,$5.00,510 mins,$5.00,"34322.1601,35570.7343",,10.30 PM,60,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$1.20,T0104,C,TAI SENG AVENUE ,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"34322.1601,35570.7343",,07.00 AM,14,07.00 PM,Reserved for Season Ticket Holders from 7.00 pm to 7.00 am daily.,,,,
930 mins,$0.65,T0104,C,TAI SENG AVENUE ,Motorcycle,930 mins,$0.65,930 mins,$0.65,"34322.1601,35570.7343",,07.00 AM,10,10.30 PM,,,,,
510 mins,$0.65,T0104,C,TAI SENG AVENUE ,Motorcycle,510 mins,$0.65,510 mins,$0.65,"34322.1601,35570.7343",,10.30 PM,10,07.00 AM,,,,,
30 mins,$0.60,T0107,C,TAMPINES ROAD/HOUGANG AVE 7 HEAVY VEH PARK,Car,30 mins,$0.60,30 mins,$0.60,"35100.9058,38313.4164",,07.00 AM,0,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,T0107,C,TAMPINES ROAD/HOUGANG AVE 7 HEAVY VEH PARK,Car,30 mins,$0.60,30 mins,$0.60,"35100.9058,38313.4164",,10.30 PM,0,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,T0107,C,TAMPINES ROAD/HOUGANG AVE 7 HEAVY VEH PARK,Car,510 mins,$5.00,510 mins,$5.00,"35100.9058,38313.4164",,10.30 PM,0,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$1.20,T0107,C,TAMPINES ROAD/HOUGANG AVE 7 HEAVY VEH PARK,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"35100.9058,38313.4164",,07.00 AM,312,07.00 PM,Reserved for Season Ticket Holders from 7.00 pm to 7.00 am daily.,,,,
30 mins,$1.20,T0109,C,TELOK BLANGAH DRIVE HEAVY VEHICLE PARK,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"24869.268,28510.8924",,07.00 AM,54,07.00 PM,Reserved for Season Ticket Holders from 7.00 pm to 7.00 am daily.,,,,
30 mins,$0.60,T0111,C,TUAS LINK 2 ,Car,30 mins,$0.60,0 mins,$0.00,"6362.1822,35377.0561",,08.30 AM,11,05.00 PM,,,,,
30 mins,$0.60,T0113,C,TUAS LINK 4 ,Car,30 mins,$0.60,0 mins,$0.00,"6560.7567,35408.2972",,08.30 AM,9,05.00 PM,,,,,
30 mins,$0.60,T0114,C,TEMBELING ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"35769.9975,32486.4948",,08.30 AM,62,10.00 PM,,,,,
30 mins,$0.60,T0115,C,TELOK KURAU ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"36758.4182,32428.0715",,08.30 AM,22,10.00 PM,,,,,
30 mins,$0.60,T0116,C,TEBAN GARDENS CRESCENT ,Car,30 mins,$0.60,30 mins,$0.60,"17644.4575,34062.8482",,07.00 AM,104,07.00 PM,Reserved for Season Ticket Holders from 7.00 pm to 7.00 am daily.,,,,
30 mins,$1.20,T0116,C,TEBAN GARDENS CRESCENT ,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"17644.4575,34062.8482",,07.00 AM,0,07.00 PM,,,,,
30 mins,$0.60,T0117,C,TUAS SOUTH AVENUE 1 ,Car,30 mins,$0.60,0 mins,$0.00,"5190.3244,33343.5367",,08.30 AM,63,05.00 PM,,,,,
30 mins,$0.60,T0123,C,TUAS SOUTH STREET 2 ,Car,30 mins,$0.60,0 mins,$0.00,"5517.1968,32213.8333",,08.30 AM,25,05.00 PM,,,,,
30 mins,$0.60,T0129,B,TANJONG KATONG COMPLEX ,Car,30 mins,$0.60,30 mins,$0.60,"34890.0649,33240.6285",,07.00 AM,378,10.30 PM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
30 mins,$0.60,T0129,B,TANJONG KATONG COMPLEX ,Car,30 mins,$0.60,30 mins,$0.60,"34890.0649,33240.6285",,10.30 PM,378,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
510 mins,$5.00,T0129,B,TANJONG KATONG COMPLEX ,Car,510 mins,$5.00,510 mins,$5.00,"34890.0649,33240.6285",,10.30 PM,378,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
