weekdayMin,weekdayRate,ppCode,parkingSystem,ppName,vehCat,satdayMin,satdayRate,sunPHMin,sunPHRate,geometries/0/coordinates,geometries/1/coordinates,startTime,parkCapacity,endTime,remarks,geometries/2/coordinates,geometries/3/coordinates,geometries/4/coordinates,geometries/5/coordinates
30 mins,$1.20,T0129,B,TANJONG KATONG COMPLEX ,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"34890.0649,33240.6285",,07.00 AM,11,10.30 PM,Per min charging. Parking charge between 10.30pm & 7am is capped at $10.,,,,
30 mins,$1.20,T0129,B,TANJONG KATONG COMPLEX ,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"34890.0649,33240.6285",,10.30 PM,11,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $10.,,,,
510 mins,$10.00,T0129,B,TANJONG KATONG COMPLEX ,Heavy Vehicle,510 mins,$10.00,510 mins,$10.00,"34890.0649,33240.6285",,10.30 PM,11,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $10.,,,,
930 mins,$0.65,T0129,B,TANJONG KATONG COMPLEX ,Motorcycle,930 mins,$0.65,930 mins,$0.65,"34890.0649,33240.6285",,07.00 AM,72,10.30 PM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
510 mins,$0.65,T0129,B,TANJONG KATONG COMPLEX ,Motorcycle,510 mins,$0.65,510 mins,$0.65,"34890.0649,33240.6285",,10.30 PM,72,07.00 AM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
30 mins,$0.60,T0130,C,TOA PAYOH WEST ,Car,30 mins,$0.60,30 mins,$0.60,"28961.004,35274.0172",,07.00 AM,62,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,T0130,C,TOA PAYOH WEST ,Car,30 mins,$0.60,30 mins,$0.60,"28961.004,35274.0172",,10.30 PM,62,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,T0130,C,TOA PAYOH WEST ,Car,510 mins,$5.00,510 mins,$5.00,"28961.004,35274.0172",,10.30 PM,62,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
930 mins,$0.65,T0130,C,TOA PAYOH WEST ,Motorcycle,930 mins,$0.65,930 mins,$0.65,"28961.004,35274.0172",,07.00 AM,6,10.30 PM,,,,,
510 mins,$0.65,T0130,C,TOA PAYOH WEST ,Motorcycle,510 mins,$0.65,510 mins,$0.65,"28961.004,35274.0172",,10.30 PM,6,07.00 AM,,,,,
30 mins,$1.20,T0131,C,TAMPINES AVENUE 9/ AVENUE 10 HV PARK,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"39022.8383,38252.3256",,07.00 AM,526,07.00 PM,,,,,
30 mins,$0.60,T0140,B,TANJONG KATONG ROAD OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"34984.888,32129.2842",,07.00 AM,123,10.30 PM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
30 mins,$0.60,T0140,B,TANJONG KATONG ROAD OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"34984.888,32129.2842",,10.30 PM,123,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
510 mins,$5.00,T0140,B,TANJONG KATONG ROAD OFF STREET,Car,510 mins,$5.00,510 mins,$5.00,"34984.888,32129.2842",,10.30 PM,123,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
930 mins,$0.65,T0140,B,TANJONG KATONG ROAD OFF STREET,Motorcycle,930 mins,$0.65,930 mins,$0.65,"34984.888,32129.2842",,07.00 AM,21,10.30 PM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
510 mins,$0.65,T0140,B,TANJONG KATONG ROAD OFF STREET,Motorcycle,510 mins,$0.65,510 mins,$0.65,"34984.888,32129.2842",,10.30 PM,21,07.00 AM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
30 mins,$0.60,T0141,B,TANJONG KATONG RD OFF ST (OPP WILKINSON RD),Car,30 mins,$0.60,30 mins,$0.60,"35074.4107,31807.0192",,07.00 AM,33,10.30 PM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
30 mins,$0.60,T0141,B,TANJONG KATONG RD OFF ST (OPP WILKINSON RD),Car,30 mins,$0.60,30 mins,$0.60,"35074.4107,31807.0192",,10.30 PM,33,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
510 mins,$5.00,T0141,B,TANJONG KATONG RD OFF ST (OPP WILKINSON RD),Car,510 mins,$5.00,510 mins,$5.00,"35074.4107,31807.0192",,10.30 PM,33,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
930 mins,$0.65,T0141,B,TANJONG KATONG RD OFF ST (OPP WILKINSON RD),Motorcycle,930 mins,$0.65,930 mins,$0.65,"35074.4107,31807.0192",,07.00 AM,7,10.30 PM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
510 mins,$0.65,T0141,B,TANJONG KATONG RD OFF ST (OPP WILKINSON RD),Motorcycle,510 mins,$0.65,510 mins,$0.65,"35074.4107,31807.0192",,10.30 PM,7,07.00 AM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
30 mins,$0.60,T0142,C,TUAS BASIN CLOSE ,Car,30 mins,$0.60,0 mins,$0.00,"7929.2898,32825.6117",,08.30 AM,5,05.00 PM,,,,,
30 mins,$1.20,T0144,C,TEO HONG ROAD / NEW BRIDGE ROAD OFF STREET,Car,30 mins,$1.20,30 mins,$0.60,"28841.2322,29230.9206",,08.30 AM,31,05.00 PM,,,,,
30 mins,$0.60,T0144,C,TEO HONG ROAD / NEW BRIDGE ROAD OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"28841.2322,29230.9206",,05.00 PM,31,10.00 PM,,,,,
30 mins,$0.60,T0145,C,TEBING LANE ,Car,30 mins,$0.60,30 mins,$0.60,"37165.0022,41613.1586",,08.30 AM,10,10.00 PM,,,,,
30 mins,$0.60,T0146,C,TAI SENG STREET ,Car,30 mins,$0.60,30 mins,$0.60,"34265.7378,35335.1121",,07.00 AM,8,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,T0146,C,TAI SENG STREET ,Car,30 mins,$0.60,30 mins,$0.60,"34265.7378,35335.1121",,10.30 PM,8,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,T0146,C,TAI SENG STREET ,Car,510 mins,$5.00,510 mins,$5.00,"34265.7378,35335.1121",,10.30 PM,8,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
930 mins,$0.65,T0146,C,TAI SENG STREET ,Motorcycle,930 mins,$0.65,930 mins,$0.65,"34265.7378,35335.1121",,07.00 AM,10,10.30 PM,,,,,
510 mins,$0.65,T0146,C,TAI SENG STREET ,Motorcycle,510 mins,$0.65,510 mins,$0.65,"34265.7378,35335.1121",,10.30 PM,10,07.00 AM,,,,,
30 mins,$1.20,T0151,C,TAMPINES ROAD HEAVY VEHICLE PARK,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"35729.9687,38402.0589",,07.00 AM,169,07.00 PM,,,,,
30 mins,$1.20,T0153,C,TAMPINES NORTH DRIVE 3  HVP,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"39457.2622,39425.3222",,07.00 AM,315,07.00 PM,,,,,
30 mins,$1.20,U0002,C,UPPER CIRCULAR ROAD ,Car,30 mins,$1.20,30 mins,$0.60,"29651.1825,30133.7788",,08.30 AM,22,05.00 PM,,,,,
30 mins,$0.60,U0002,C,UPPER CIRCULAR ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"29651.1825,30133.7788",,05.00 PM,22,10.00 PM,,,,,
30 mins,$0.60,U0003,C,UBI AVENUE 3 ,Car,30 mins,$0.60,30 mins,$0.60,"34697.5342,34867.1336",,07.00 AM,74,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,U0003,C,UBI AVENUE 3 ,Car,30 mins,$0.60,30 mins,$0.60,"34697.5342,34867.1336",,10.30 PM,74,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,U0003,C,UBI AVENUE 3 ,Car,510 mins,$5.00,510 mins,$5.00,"34697.5342,34867.1336",,10.30 PM,74,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,U0007,C,UPPER DICKSON ROAD ,Car,30 mins,$0.60,0 mins,$0.00,"30134.6704,32077.5013",,08.30 AM,16,10.00 PM,,,,,
30 mins,$0.60,U0008,C,UPPER WELD ROAD ,Car,30 mins,$0.60,0 mins,$0.00,"30319.2543,32043.7707",,08.30 AM,59,10.00 PM,,,,,
30 mins,$0.60,U0012,C,UPPER PAYA LEBAR ROAD SERVICE ROAD,Car,30 mins,$0.60,30 mins,$0.60,"33234.5727,36544.4298",,08.30 AM,11,10.00 PM,,,,,
30 mins,$0.60,U0013,C,UBI ROAD 1 ,Car,30 mins,$0.60,30 mins,$0.60,"34559.59,34621.3976",,07.00 AM,26,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,U0013,C,UBI ROAD 1 ,Car,30 mins,$0.60,30 mins,$0.60,"34559.59,34621.3976",,10.30 PM,26,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,U0013,C,UBI ROAD 1 ,Car,510 mins,$5.00,510 mins,$5.00,"34559.59,34621.3976",,10.30 PM,26,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,U0014,C,UBI ROAD 2 ,Car,30 mins,$0.60,30 mins,$0.60,"34868.5415,35068.3452",,07.00 AM,35,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,U0014,C,UBI ROAD 2 ,Car,30 mins,$0.60,30 mins,$0.60,"34868.5415,35068.3452",,10.30 PM,35,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,U0014,C,UBI ROAD 2 ,Car,510 mins,$5.00,510 mins,$5.00,"34868.5415,35068.3452",,10.30 PM,35,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
930 mins,$0.65,U0014,C,UBI ROAD 2 ,Motorcycle,930 mins,$0.65,930 mins,$0.65,"34868.5415,35068.3452",,07.00 AM,20,10.30 PM,,,,,
510 mins,$0.65,U0014,C,UBI ROAD 2 ,Motorcycle,510 mins,$0.65,510 mins,$0.65,"34868.5415,35068.3452",,10.30 PM,20,07.00 AM,,,,,
30 mins,$0.60,U0016,C,UBI ROAD 3 ,Car,30 mins,$0.60,30 mins,$0.60,"35172.9266,34938.9297",,07.00 AM,16,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,U0016,C,UBI ROAD 3 ,Car,30 mins,$0.60,30 mins,$0.60,"35172.9266,34938.9297",,10.30 PM,16,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,U0016,C,UBI ROAD 3 ,Car,510 mins,$5.00,510 mins,$5.00,"35172.9266,34938.9297",,10.30 PM,16,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$1.20,U0017,C,UPPER HOKIEN STREET ,Car,30 mins,$1.20,30 mins,$0.60,"29419.258,29767.1521",,08.30 AM,28,05.00 PM,,,,,
30 mins,$0.60,U0017,C,UPPER HOKIEN STREET ,Car,30 mins,$0.60,30 mins,$0.60,"29419.258,29767.1521",,05.00 PM,28,10.00 PM,,,,,
870 mins,$0.65,U0017,C,UPPER HOKIEN STREET ,Motorcycle,870 mins,$0.65,870 mins,$0.65,"29419.258,29767.1521",,08.30 AM,10,10.00 PM,,,,,
30 mins,$0.60,U0021,C,UBI AVENUE 4 ,Car,30 mins,$0.60,30 mins,$0.60,"34963.2915,35225.1769",,07.00 AM,10,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,U0021,C,UBI AVENUE 4 ,Car,30 mins,$0.60,30 mins,$0.60,"34963.2915,35225.1769",,10.30 PM,10,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,U0021,C,UBI AVENUE 4 ,Car,510 mins,$5.00,510 mins,$5.00,"34963.2915,35225.1769",,10.30 PM,10,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
930 mins,$0.65,U0021,C,UBI AVENUE 4 ,Motorcycle,930 mins,$0.65,930 mins,$0.65,"34963.2915,35225.1769",,07.00 AM,25,10.30 PM,,,,,
510 mins,$0.65,U0021,C,UBI AVENUE 4 ,Motorcycle,510 mins,$0.65,510 mins,$0.65,"34963.2915,35225.1769",,10.30 PM,25,07.00 AM,,,,,
30 mins,$0.60,U0023,C,UNITY STREET ,Car,30 mins,$0.60,30 mins,$0.60,"28962.0939,30501.1533",,08.30 AM,18,10.00 PM,,,,,
30 mins,$1.20,U0023,C,UNITY STREET ,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"28962.0939,30501.1533",,08.30 AM,1,10.00 PM,,,,,
30 mins,$0.60,U0029,C,UPPER THOMSON ROAD ,Car,30 mins,$0.60,0 mins,$0.00,"28352.2731,36997.7908",,08.30 AM,7,05.00 PM,,,,,
30 mins,$0.60,U0030,C,UBI AVENUE 1 ,Car,30 mins,$0.60,30 mins,$0.60,"34656.4873,34136.0177",,07.00 AM,4,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,U0030,C,UBI AVENUE 1 ,Car,30 mins,$0.60,30 mins,$0.60,"34656.4873,34136.0177",,10.30 PM,4,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,U0030,C,UBI AVENUE 1 ,Car,510 mins,$5.00,510 mins,$5.00,"34656.4873,34136.0177",,10.30 PM,4,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,U0031,C,UPPER SERANGOON ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"34106.2585,38330.4495",,08.30 AM,13,10.00 PM,,,,,
870 mins,$0.65,U0031,C,UPPER SERANGOON ROAD ,Motorcycle,870 mins,$0.65,870 mins,$0.65,"34106.2585,38330.4495",,08.30 AM,6,10.00 PM,,,,,
30 mins,$0.60,U0035,C,UPPER SERANGOON ROAD (BARTLEY RD JUNCTION),Car,30 mins,$0.60,0 mins,$0.00,"32208.9442,36355.4207",,08.30 AM,23,05.00 PM,,,,,
30 mins,$0.60,U0036,B,UPPER EAST COAST ROAD OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"38320.451,32726.3989",,07.00 AM,127,10.30 PM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
30 mins,$0.60,U0036,B,UPPER EAST COAST ROAD OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"38320.451,32726.3989",,10.30 PM,127,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
510 mins,$5.00,U0036,B,UPPER EAST COAST ROAD OFF STREET,Car,510 mins,$5.00,510 mins,$5.00,"38320.451,32726.3989",,10.30 PM,127,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
930 mins,$0.65,U0036,B,UPPER EAST COAST ROAD OFF STREET,Motorcycle,930 mins,$0.65,930 mins,$0.65,"38320.451,32726.3989",,07.00 AM,8,10.30 PM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
510 mins,$0.65,U0036,B,UPPER EAST COAST ROAD OFF STREET,Motorcycle,510 mins,$0.65,510 mins,$0.65,"38320.451,32726.3989",,10.30 PM,8,07.00 AM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
30 mins,$0.60,U0037,C,UBI ROAD 4 ,Car,30 mins,$0.60,30 mins,$0.60,"35415.1625,34964.4407",,07.00 AM,17,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,U0037,C,UBI ROAD 4 ,Car,30 mins,$0.60,30 mins,$0.60,"35415.1625,34964.4407",,10.30 PM,17,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,U0037,C,UBI ROAD 4 ,Car,510 mins,$5.00,510 mins,$5.00,"35415.1625,34964.4407",,10.30 PM,17,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,U0038,C,UPPER THOMSON ROAD (LAKEVIEW ESTATE),Car,30 mins,$0.60,30 mins,$0.60,"28218.0084,36910.231",,08.30 AM,12,10.00 PM,,,,,
30 mins,$0.60,U0039,C,UBI CRESCENT ,Car,30 mins,$0.60,30 mins,$0.60,"34969.3311,34398.2212",,07.00 AM,17,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,U0039,C,UBI CRESCENT ,Car,30 mins,$0.60,30 mins,$0.60,"34969.3311,34398.2212",,10.30 PM,17,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,U0039,C,UBI CRESCENT ,Car,510 mins,$5.00,510 mins,$5.00,"34969.3311,34398.2212",,10.30 PM,17,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,U0040,C,UPPER ALJUNIED LINK OFF-ST,Car,30 mins,$0.60,0 mins,$0.00,"33467.0364,35182.9766",,08.30 AM,15,05.00 PM,,,,,
30 mins,$0.60,U0042,B,UPPER CHANGI ROAD / BEDOK ROAD OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"40592.3344,34925.3316",,07.00 AM,48,10.30 PM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
30 mins,$0.60,U0042,B,UPPER CHANGI ROAD / BEDOK ROAD OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"40592.3344,34925.3316",,10.30 PM,48,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
510 mins,$5.00,U0042,B,UPPER CHANGI ROAD / BEDOK ROAD OFF STREET,Car,510 mins,$5.00,510 mins,$5.00,"40592.3344,34925.3316",,10.30 PM,48,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
930 mins,$0.65,U0042,B,UPPER CHANGI ROAD / BEDOK ROAD OFF STREET,Motorcycle,930 mins,$0.65,930 mins,$0.65,"40592.3344,34925.3316",,07.00 AM,8,10.30 PM,,,,,
510 mins,$0.65,U0042,B,UPPER CHANGI ROAD / BEDOK ROAD OFF STREET,Motorcycle,510 mins,$0.65,510 mins,$0.65,"40592.3344,34925.3316",,10.30 PM,8,07.00 AM,,,,,
30 mins,$0.60,U0043,C,UPPER THOMSON ROAD OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"28294.5339,36908.3157",,08.30 AM,38,10.00 PM,,,,,
30 mins,$0.60,U0044,C,UBI VIEW ,Car,30 mins,$0.60,30 mins,$0.60,"35061.7204,34920.1936",,07.00 AM,18,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,U0044,C,UBI VIEW ,Car,30 mins,$0.60,30 mins,$0.60,"35061.7204,34920.1936",,10.30 PM,18,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,U0044,C,UBI VIEW ,Car,510 mins,$5.00,510 mins,$5.00,"35061.7204,34920.1936",,10.30 PM,18,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,U0045,C,UBI LINK ,Car,30 mins,$0.60,30 mins,$0.60,"34672.5829,34972.5273",,07.00 AM,15,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,U0045,C,UBI LINK ,Car,510 mins,$5.00,510 mins,$5.00,"34672.5829,34972.5273",,10.30 PM,15,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,U0045,C,UBI LINK ,Car,30 mins,$0.60,30 mins,$0.60,"34672.5829,34972.5273",,10.30 PM,15,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,V0001,C,VEERASAMY ROAD ,Car,30 mins,$0.60,0 mins,$0.00,"30356.2677,32184.0585",,08.30 AM,35,10.00 PM,,,,,
870 mins,$0.65,V0001,C,VEERASAMY ROAD ,Motorcycle,870 mins,$0.65,0 mins,$0.00,"30356.2677,32184.0585",,08.30 AM,5,10.00 PM,,,,,
30 mins,$0.60,V0005,C,VERDUN ROAD ,Car,30 mins,$0.60,0 mins,$0.00,"30516.1586,32450.5422",,08.30 AM,7,10.00 PM,,,,,
30 mins,$0.60,V0007,B,VERDUN ROAD OFF STREET ,Car,30 mins,$0.60,30 mins,$0.60,"30538.5355,32514.5247",,07.00 AM,18,10.30 PM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
30 mins,$0.60,V0007,B,VERDUN ROAD OFF STREET ,Car,30 mins,$0.60,30 mins,$0.60,"30538.5355,32514.5247",,10.30 PM,18,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
510 mins,$5.00,V0007,B,VERDUN ROAD OFF STREET ,Car,510 mins,$5.00,510 mins,$5.00,"30538.5355,32514.5247",,10.30 PM,18,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
930 mins,$0.65,V0007,B,VERDUN ROAD OFF STREET ,Motorcycle,930 mins,$0.65,930 mins,$0.65,"30538.5355,32514.5247",,07.00 AM,5,10.30 PM,,,,,
510 mins,$0.65,V0007,B,VERDUN ROAD OFF STREET ,Motorcycle,510 mins,$0.65,510 mins,$0.65,"30538.5355,32514.5247",,10.30 PM,5,07.00 AM,,,,,
30 mins,$1.20,W0001,C,WALLICH STREET ,Car,30 mins,$1.20,30 mins,$0.60,"29235.8048,28818.432",,08.30 AM,9,05.00 PM,,,,,
30 mins,$0.60,W0001,C,WALLICH STREET ,Car,30 mins,$0.60,30 mins,$0.60,"29235.8048,28818.432",,05.00 PM,9,10.00 PM,,,,,
870 mins,$0.65,W0001,C,WALLICH STREET ,Motorcycle,870 mins,$0.65,870 mins,$0.65,"29235.8048,28818.432",,08.30 AM,0,10.00 PM,,,,,
30 mins,$1.20,W0002,C,WATERLOO STREET ,Car,30 mins,$1.20,30 mins,$0.60,"30038.6283,31250.256",,08.30 AM,17,05.00 PM,,,,,
30 mins,$0.60,W0002,C,WATERLOO STREET ,Car,30 mins,$0.60,30 mins,$0.60,"30038.6283,31250.256",,05.00 PM,17,10.00 PM,,,,,
870 mins,$0.65,W0002,C,WATERLOO STREET ,Motorcycle,870 mins,$0.65,870 mins,$0.65,"30038.6283,31250.256",,08.30 AM,5,10.00 PM,,,,,
30 mins,$1.20,W0004,C,WILKIE ROAD ,Car,30 mins,$1.20,30 mins,$0.60,"29547.9559,31725.3988",,08.30 AM,16,05.00 PM,,,,,
30 mins,$0.60,W0004,C,WILKIE ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"29547.9559,31725.3988",,05.00 PM,16,10.00 PM,,,,,
870 mins,$0.65,W0004,C,WILKIE ROAD ,Motorcycle,870 mins,$0.65,870 mins,$0.65,"29547.9559,31725.3988",,08.30 AM,12,10.00 PM,,,,,
30 mins,$0.60,W0005,C,WILKINSON ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"33887.3647,31629.7603",,07.00 AM,10,10.00 PM,,,,,
30 mins,$0.60,W0010,C,WESTERHOUT ROAD ,Car,30 mins,$0.60,0 mins,$0.00,"33313.0253,32601.2582",,08.30 AM,6,05.00 PM,,,,,
30 mins,$0.60,W0013,C,WOODLANDS ROAD LORRY PARK,Car,30 mins,$0.60,30 mins,$0.60,"19759.053,40459.2567",,07.00 AM,0,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,W0013,C,WOODLANDS ROAD LORRY PARK,Car,30 mins,$0.60,30 mins,$0.60,"19759.053,40459.2567",,10.30 PM,0,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,W0013,C,WOODLANDS ROAD LORRY PARK,Car,510 mins,$5.00,510 mins,$5.00,"19759.053,40459.2567",,10.30 PM,0,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$1.20,W0013,C,WOODLANDS ROAD LORRY PARK,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"19759.053,40459.2567",,07.00 AM,257,10.30 PM,Parking charge between 10.30pm & 7am is capped at $10.,,,,
30 mins,$1.20,W0013,C,WOODLANDS ROAD LORRY PARK,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"19759.053,40459.2567",,10.30 PM,257,07.00 AM,Parking charge between 10.30pm & 7am is capped at $10.,,,,
510 mins,$10.00,W0013,C,WOODLANDS ROAD LORRY PARK,Heavy Vehicle,510 mins,$10.00,510 mins,$10.00,"19759.053,40459.2567",,10.30 PM,257,07.00 AM,Parking charge between 10.30pm & 7am is capped at $10.,,,,
30 mins,$0.60,W0021,C,WISHART ROAD ,Car,30 mins,$0.60,0 mins,$0.00,"25813.0952,28091.0659",,08.30 AM,37,05.00 PM,,,,,
30 mins,$0.60,W0029,B,WEST COAST PARK 1 OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"21111.8896,30225.541",,07.00 AM,58,10.30 PM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
30 mins,$0.60,W0029,B,WEST COAST PARK 1 OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"21111.8896,30225.541",,10.30 PM,58,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
510 mins,$5.00,W0029,B,WEST COAST PARK 1 OFF STREET,Car,510 mins,$5.00,510 mins,$5.00,"21111.8896,30225.541",,10.30 PM,58,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
30 mins,$1.20,W0029,B,WEST COAST PARK 1 OFF STREET,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"21111.8896,30225.541",,07.00 AM,12,07.00 PM,Per min charging. Reserved for season ticket holders from 7.00pm to 7.00am daily.,,,,
930 mins,$0.65,W0029,B,WEST COAST PARK 1 OFF STREET,Motorcycle,930 mins,$0.65,930 mins,$0.65,"21111.8896,30225.541",,07.00 AM,10,10.30 PM,,,,,
510 mins,$0.65,W0029,B,WEST COAST PARK 1 OFF STREET,Motorcycle,510 mins,$0.65,510 mins,$0.65,"21111.8896,30225.541",,10.30 PM,10,07.00 AM,,,,,
30 mins,$0.60,W0034,C,WOODLANDS SECTOR 1 ,Car,30 mins,$0.60,0 mins,$0.00,"24839.8209,48354.9157",,08.30 AM,27,05.00 PM,Reserved for Season Ticket Holders from 10.00 pm to 8.30 am daily.,,,,
30 mins,$0.60,W0035,C,WOODLANDS WALK ,Car,30 mins,$0.60,0 mins,$0.00,"24718.9033,48196.528",,08.30 AM,22,05.00 PM,Reserved for Season Ticket Holders from 10.00 pm to 8.30 am daily.,,,,
30 mins,$0.60,W0036,C,WOODLANDS LINK ,Car,30 mins,$0.60,0 mins,$0.00,"25184.9733,47984.161",,08.30 AM,34,05.00 PM,Reserved for Season Ticket Holders from 10.00 pm to 8.30 am daily.,,,,
